customer_id,active,created_at,createdat_id,last_modified_date,last_modified_date_id,country,customer_type,document_number,document_type,customer_role
MFS00000145,t,2025-05-19 06:35:49.057,20250519,2025-05-19 06:35:49.057,20250519,Kenya,INDIVIDUAL,713370bb-2336-4324-a67f-87d94375aa9b,NATIONAL_ID,Borrower
MFS00000146,t,2025-05-19 06:35:50.491,20250519,2025-05-19 06:35:50.491,20250519,Kenya,INDIVIDUAL,dab24f19-fd3c-4ffa-9992-37417a05d006,NATIONAL_ID,Borrower
MFS00000147,t,2025-05-19 06:38:19.071,20250519,2025-05-19 06:38:19.071,20250519,Kenya,INDIVIDUAL,2b55b8e2-56cf-451e-a723-9dd21d3bd4bd,NATIONAL_ID,Borrower
MFS00000148,t,2025-05-19 06:39:19.068,20250519,2025-05-19 06:39:19.068,20250519,Kenya,INDIVIDUAL,950e57b9-f614-46cf-8fcc-35c44658b35d,NATIONAL_ID,Borrower
MFS00000149,t,2025-05-19 06:39:49.098,20250519,2025-05-19 06:39:49.098,20250519,Kenya,INDIVIDUAL,4a664f35-b0e4-4170-8c27-00d8df705f01,NATIONAL_ID,Borrower
MFS00000150,t,2025-05-19 06:40:49.12,20250519,2025-05-19 06:40:49.12,20250519,Kenya,INDIVIDUAL,c35022d8-a169-49e4-a8d7-9f90062de1e4,NATIONAL_ID,Borrower
MFS00000151,t,2025-05-19 06:43:49.07,20250519,2025-05-19 06:43:49.07,20250519,Kenya,INDIVIDUAL,730538fd-d9c8-4a01-b704-f7d614c9c3bf,NATIONAL_ID,Borrower
MFS00000152,t,2025-05-19 06:44:49.057,20250519,2025-05-19 06:44:49.057,20250519,Kenya,INDIVIDUAL,7a47fcc2-9fd2-4d80-b1a9-9bd4db4f69b3,NATIONAL_ID,Borrower
MFS00000153,t,2025-05-19 06:46:49.077,20250519,2025-05-19 06:46:49.077,20250519,Kenya,INDIVIDUAL,f6a88c8a-626a-4dea-958f-a894bf13e0f6,NATIONAL_ID,Borrower
MFS00000154,t,2025-05-19 06:57:49.109,20250519,2025-05-19 06:57:49.109,20250519,Kenya,INDIVIDUAL,f804a8bf-4d31-453a-b835-93ca9342fe60,NATIONAL_ID,Borrower
MFS00000155,t,2025-05-19 06:59:49.048,20250519,2025-05-19 06:59:49.048,20250519,Kenya,INDIVIDUAL,ad1cbaf5-fd68-4d02-8fe0-487da1ee33d8,NATIONAL_ID,Borrower
MFS00000156,t,2025-05-19 07:00:49.051,20250519,2025-05-19 07:00:49.051,20250519,Kenya,INDIVIDUAL,728bd3de-78b8-46c6-a703-a6d36d22e687,NATIONAL_ID,Borrower
MFS00000157,t,2025-05-19 07:01:19.039,20250519,2025-05-19 07:01:19.039,20250519,Kenya,INDIVIDUAL,5c7e9272-7b90-4e57-8bdb-df41a683150b,NATIONAL_ID,Borrower
MFS00000158,t,2025-05-19 07:03:19.098,20250519,2025-05-19 07:03:19.098,20250519,Kenya,INDIVIDUAL,c3f940ee-6f16-4a08-8b04-2ae7b1b2d8ce,NATIONAL_ID,Borrower
MFS00000159,t,2025-05-19 07:03:20.595,20250519,2025-05-19 07:03:20.595,20250519,Kenya,INDIVIDUAL,a90d23fb-6144-4b7e-87b5-4758f7acaec6,NATIONAL_ID,Borrower
MFS00000160,t,2025-05-19 07:04:19.041,20250519,2025-05-19 07:04:19.041,20250519,Kenya,INDIVIDUAL,ce4406e0-9985-4f24-9c6e-0574cdfcb7f3,NATIONAL_ID,Borrower
MFS00000161,t,2025-05-19 07:07:49.064,20250519,2025-05-19 07:07:49.064,20250519,Kenya,INDIVIDUAL,33dab6ff-ab73-401e-bca8-74cb25c88e04,NATIONAL_ID,Borrower
MFS00000162,t,2025-05-19 07:24:49.091,20250519,2025-05-19 07:24:49.091,20250519,Kenya,INDIVIDUAL,d5cd7afc-0460-4c9a-8547-09fbe61ee08d,NATIONAL_ID,Borrower
MFS00000163,t,2025-05-19 07:25:19.087,20250519,2025-05-19 07:25:19.087,20250519,Kenya,INDIVIDUAL,6495dffa-8e0e-4159-a158-e60473387e77,NATIONAL_ID,Borrower
MFS00000164,t,2025-05-19 07:35:19.083,20250519,2025-05-19 07:35:19.083,20250519,Kenya,INDIVIDUAL,b5754a57-4d3d-4443-8bf9-773752679b61,NATIONAL_ID,Borrower
MFS00000165,t,2025-05-19 07:41:49.039,20250519,2025-05-19 07:41:49.039,20250519,Kenya,INDIVIDUAL,89ad45b4-5f16-4424-91bb-a32decffde55,NATIONAL_ID,Borrower
MFS00000166,t,2025-05-19 07:42:19.074,20250519,2025-05-19 07:42:19.074,20250519,Kenya,INDIVIDUAL,c58a77f1-89b7-41ca-b3f0-85888b138a30,NATIONAL_ID,Borrower
MFS00000167,t,2025-05-19 07:43:19.069,20250519,2025-05-19 07:43:19.069,20250519,Kenya,INDIVIDUAL,49e4dcc7-0fa1-4667-a614-d0d9f563da68,NATIONAL_ID,Borrower
MFS00000168,t,2025-05-19 07:44:19.079,20250519,2025-05-19 07:44:19.079,20250519,Kenya,INDIVIDUAL,704ed2f5-200a-4642-8cc9-e282db6c4ff4,NATIONAL_ID,Borrower
MFS00000169,t,2025-05-19 07:51:19.043,20250519,2025-05-19 07:51:19.043,20250519,Kenya,INDIVIDUAL,d28b42ef-4383-4835-8f68-1f0ef7a588f1,NATIONAL_ID,Borrower
MFS00000170,t,2025-05-19 07:51:49.109,20250519,2025-05-19 07:51:49.109,20250519,Kenya,INDIVIDUAL,751e2132-d221-42f4-8a06-321ecc86bdfb,NATIONAL_ID,Borrower
MFS00000171,t,2025-05-19 07:51:50.308,20250519,2025-05-19 07:51:50.308,20250519,Kenya,INDIVIDUAL,4be1b472-ce22-4e72-a247-2e0f3803eb3d,NATIONAL_ID,Borrower
MFS00000172,t,2025-05-19 07:54:19.037,20250519,2025-05-19 07:54:19.037,20250519,Kenya,INDIVIDUAL,970fde4b-f56f-47a4-8f06-ceb01d16d491,NATIONAL_ID,Borrower
MFS00000173,t,2025-05-19 07:54:49.056,20250519,2025-05-19 07:54:49.056,20250519,Kenya,INDIVIDUAL,0e24a753-31bf-4c1a-b7a2-d4f87688c8ba,NATIONAL_ID,Borrower
MFS00000174,t,2025-05-19 08:03:19.07,20250519,2025-05-19 08:03:19.07,20250519,Kenya,INDIVIDUAL,eb981654-a686-4d00-a572-7f1edd2c2d99,NATIONAL_ID,Borrower
MFS00000175,t,2025-05-19 08:06:19.097,20250519,2025-05-19 08:06:19.097,20250519,Kenya,INDIVIDUAL,60653051-4c7c-47cb-b60d-9b4e1ae0bb11,NATIONAL_ID,Borrower
MFS00000176,t,2025-05-19 08:11:49.086,20250519,2025-05-19 08:11:49.086,20250519,Kenya,INDIVIDUAL,d3f2435b-15f8-4908-a7a7-45992936c454,NATIONAL_ID,Borrower
MFS00000177,t,2025-05-19 08:12:19.053,20250519,2025-05-19 08:12:19.053,20250519,Kenya,INDIVIDUAL,9c303c36-cd6a-4a92-9fcc-cd44efc9e8ee,NATIONAL_ID,Borrower
MFS00000178,t,2025-05-19 08:12:49.075,20250519,2025-05-19 08:12:49.075,20250519,Kenya,INDIVIDUAL,9f5560e6-c386-450c-a8ff-95b3cbaa57b9,NATIONAL_ID,Borrower
MFS00000179,t,2025-05-19 08:13:19.183,20250519,2025-05-19 08:13:19.183,20250519,Kenya,INDIVIDUAL,f76e8b6a-c04e-4078-a6c3-9ecbd14f62d0,NATIONAL_ID,Borrower
MFS00000180,t,2025-05-19 08:16:19.124,20250519,2025-05-19 08:16:19.124,20250519,Kenya,INDIVIDUAL,df4c7f81-7bcd-44d6-abb0-d4d70232e2ca,NATIONAL_ID,Borrower
MFS00000181,t,2025-05-19 08:22:49.083,20250519,2025-05-19 08:22:49.083,20250519,Kenya,INDIVIDUAL,0e9d73ce-4ff1-4308-81fc-1192d8c20ed8,NATIONAL_ID,Borrower
MFS00000182,t,2025-05-19 08:24:49.085,20250519,2025-05-19 08:24:49.085,20250519,Kenya,INDIVIDUAL,74793343-5864-44f2-9aa4-54e7f44abddc,NATIONAL_ID,Borrower
MFS00000183,t,2025-05-19 08:28:19.059,20250519,2025-05-19 08:28:19.059,20250519,Kenya,INDIVIDUAL,8d39637a-304c-4c21-9e0c-3c939457616f,NATIONAL_ID,Borrower
MFS00000184,t,2025-05-19 08:28:49.048,20250519,2025-05-19 08:28:49.048,20250519,Kenya,INDIVIDUAL,c845f320-bcfb-4de3-af30-d69a05d852bb,NATIONAL_ID,Borrower
MFS00000185,t,2025-05-19 08:31:19.064,20250519,2025-05-19 08:31:19.064,20250519,Kenya,INDIVIDUAL,bc2ec279-f695-403c-ad27-7f11e0939e7a,NATIONAL_ID,Borrower
MFS00000186,t,2025-05-19 08:40:49.107,20250519,2025-05-19 08:40:49.107,20250519,Kenya,INDIVIDUAL,d9b797df-9e12-4801-84df-2a637f41a5e3,NATIONAL_ID,Borrower
MFS00000187,t,2025-05-19 08:40:51.061,20250519,2025-05-19 08:40:51.061,20250519,Kenya,INDIVIDUAL,e6d01da8-5b54-4843-8a48-13b800f41a0c,NATIONAL_ID,Borrower
MFS00000188,t,2025-05-19 08:41:19.026,20250519,2025-05-19 08:41:19.026,20250519,Kenya,INDIVIDUAL,40d535a9-8881-4522-8fd2-f127236a972e,NATIONAL_ID,Borrower
MFS00000189,t,2025-05-19 08:41:49.281,20250519,2025-05-19 08:41:49.281,20250519,Kenya,INDIVIDUAL,ba032a47-9bc1-4f90-83b6-dce54a9a9a2d,NATIONAL_ID,Borrower
MFS00000190,t,2025-05-19 08:52:49.063,20250519,2025-05-19 08:52:49.063,20250519,Kenya,INDIVIDUAL,31d8de13-59c0-40b3-ac64-8192b60f71ea,NATIONAL_ID,Borrower
MFS00000191,t,2025-05-19 08:52:50.239,20250519,2025-05-19 08:52:50.239,20250519,Kenya,INDIVIDUAL,5bea81a8-0bc5-4453-8dee-c8eb35e1c38c,NATIONAL_ID,Borrower
MFS00000192,t,2025-05-19 08:53:19.054,20250519,2025-05-19 08:53:19.054,20250519,Kenya,INDIVIDUAL,398220fc-d74f-4d40-902a-47bda1a879c1,NATIONAL_ID,Borrower
MFS00000193,t,2025-05-19 08:53:20.27,20250519,2025-05-19 08:53:20.27,20250519,Kenya,INDIVIDUAL,f87c9d4d-fe24-444f-9b7f-c36a3e1e96c4,NATIONAL_ID,Borrower
MFS00000194,t,2025-05-19 08:53:49.021,20250519,2025-05-19 08:53:49.021,20250519,Kenya,INDIVIDUAL,4434b833-e1ea-42c2-a9fa-b7bbc07f26bc,NATIONAL_ID,Borrower
MFS00000195,t,2025-05-19 08:53:50.381,20250519,2025-05-19 08:53:50.381,20250519,Kenya,INDIVIDUAL,552353f5-f63e-4efe-8146-ccc3fdca973e,NATIONAL_ID,Borrower
MFS00000196,t,2025-05-19 08:54:19.022,20250519,2025-05-19 08:54:19.022,20250519,Kenya,INDIVIDUAL,8cd734d6-7f8a-45f3-a5a9-37edd7502d28,NATIONAL_ID,Borrower
MFS00000197,t,2025-05-19 08:55:19.051,20250519,2025-05-19 08:55:19.051,20250519,Kenya,INDIVIDUAL,0e85648a-ab7a-410b-a00f-61acda6467fb,NATIONAL_ID,Borrower
MFS00000198,t,2025-05-19 08:55:49.065,20250519,2025-05-19 08:55:49.065,20250519,Kenya,INDIVIDUAL,e4e34aae-86e4-4397-9933-4335f26bb005,NATIONAL_ID,Borrower
MFS00000199,t,2025-05-19 09:01:19.076,20250519,2025-05-19 09:01:19.076,20250519,Kenya,INDIVIDUAL,6c21632e-27d5-4beb-90d7-ff643faed76e,NATIONAL_ID,Borrower
MFS00000200,t,2025-05-19 09:01:49.038,20250519,2025-05-19 09:01:49.038,20250519,Kenya,INDIVIDUAL,f716b15e-7625-4b37-a55a-b159fca943d8,NATIONAL_ID,Borrower
MFS00000201,t,2025-05-19 09:01:50.073,20250519,2025-05-19 09:01:50.073,20250519,Kenya,INDIVIDUAL,1b4c7624-8305-41d1-bbd9-2f54477c866a,NATIONAL_ID,Borrower
MFS00000202,t,2025-05-19 09:01:50.944,20250519,2025-05-19 09:01:50.944,20250519,Kenya,INDIVIDUAL,c4438bec-676f-4c0e-8e13-3858955e23d5,NATIONAL_ID,Borrower
MFS00000203,t,2025-05-19 09:01:52.008,20250519,2025-05-19 09:01:52.008,20250519,Kenya,INDIVIDUAL,bd02977a-d8c6-4573-86c0-32eb567e8ed0,NATIONAL_ID,Borrower
MFS00000204,t,2025-05-19 09:02:19.071,20250519,2025-05-19 09:02:19.071,20250519,Kenya,INDIVIDUAL,5969b033-ef87-4172-ba29-71655ed6c06c,NATIONAL_ID,Borrower
MFS00000205,t,2025-05-19 09:02:49.063,20250519,2025-05-19 09:02:49.063,20250519,Kenya,INDIVIDUAL,8d7d60df-cc5a-4c00-8199-64231370aed0,NATIONAL_ID,Borrower
MFS00000206,t,2025-05-19 09:03:19.038,20250519,2025-05-19 09:03:19.038,20250519,Kenya,INDIVIDUAL,e715ef72-7644-43b1-a6c7-95ebbcee38f2,NATIONAL_ID,Borrower
MFS00000207,t,2025-05-19 09:04:19.044,20250519,2025-05-19 09:04:19.044,20250519,Kenya,INDIVIDUAL,e203b770-820e-400e-91d0-84351f55e9d1,NATIONAL_ID,Borrower
MFS00000208,t,2025-05-19 09:04:20.229,20250519,2025-05-19 09:04:20.229,20250519,Kenya,INDIVIDUAL,cc47ad4d-476f-4843-997e-75c362b6b084,NATIONAL_ID,Borrower
MFS00000209,t,2025-05-19 09:06:19.036,20250519,2025-05-19 09:06:19.036,20250519,Kenya,INDIVIDUAL,92f2cb49-6fda-429e-9daf-c14d41ed581a,NATIONAL_ID,Borrower
MFS00000210,t,2025-05-19 09:07:19.034,20250519,2025-05-19 09:07:19.034,20250519,Kenya,INDIVIDUAL,18dc72b8-6313-42f4-87c8-7be04c54041c,NATIONAL_ID,Borrower
MFS00000211,t,2025-05-19 09:11:49.063,20250519,2025-05-19 09:11:49.063,20250519,Kenya,INDIVIDUAL,cb4cb279-e510-4787-af33-e834d65cbcf7,NATIONAL_ID,Borrower
MFS00000212,t,2025-05-19 09:14:19.079,20250519,2025-05-19 09:14:19.079,20250519,Kenya,INDIVIDUAL,7f0e7d12-b001-41ae-aa15-91a4c31aff2d,NATIONAL_ID,Borrower
MFS00000213,t,2025-05-19 09:14:49.096,20250519,2025-05-19 09:14:49.096,20250519,Kenya,INDIVIDUAL,9f296c31-cf86-4455-8c2f-5af127cd6ee9,NATIONAL_ID,Borrower
MFS00000214,t,2025-05-19 09:16:49.088,20250519,2025-05-19 09:16:49.088,20250519,Kenya,INDIVIDUAL,04fcb868-877a-46ad-b73a-3b9b3a08ed33,NATIONAL_ID,Borrower
MFS00000215,t,2025-05-19 09:20:19.049,20250519,2025-05-19 09:20:19.049,20250519,Kenya,INDIVIDUAL,25094dd9-cef6-41bf-b570-7df424682f7d,NATIONAL_ID,Borrower
MFS00000216,t,2025-05-19 09:21:19.038,20250519,2025-05-19 09:21:19.038,20250519,Kenya,INDIVIDUAL,89389c80-d88b-4364-b290-3405ac54772a,NATIONAL_ID,Borrower
MFS00000217,t,2025-05-19 09:21:49.096,20250519,2025-05-19 09:21:49.096,20250519,Kenya,INDIVIDUAL,ee5ccc20-62e9-412b-be59-b849eb28f3c1,NATIONAL_ID,Borrower
MFS00000218,t,2025-05-19 09:22:19.052,20250519,2025-05-19 09:22:19.052,20250519,Kenya,INDIVIDUAL,aaa9ba4a-df9a-40df-ad37-b0acf5f42cf1,NATIONAL_ID,Borrower
MFS00000219,t,2025-05-19 09:22:20.171,20250519,2025-05-19 09:22:20.171,20250519,Kenya,INDIVIDUAL,eebad6a5-3036-49db-9c73-9611933b7f09,NATIONAL_ID,Borrower
MFS00000220,t,2025-05-19 09:22:49.041,20250519,2025-05-19 09:22:49.041,20250519,Kenya,INDIVIDUAL,190d39eb-019d-429e-ab8b-f8a26d34e363,NATIONAL_ID,Borrower
MFS00000221,t,2025-05-19 09:23:19.005,20250519,2025-05-19 09:23:19.005,20250519,Kenya,INDIVIDUAL,dbec643f-50e2-46d9-b85c-1a1df446062f,NATIONAL_ID,Borrower
MFS00000222,t,2025-05-19 09:23:49.054,20250519,2025-05-19 09:23:49.054,20250519,Kenya,INDIVIDUAL,878de9db-1180-4388-9709-8af9988899f7,NATIONAL_ID,Borrower
MFS00000223,t,2025-05-19 09:23:50.397,20250519,2025-05-19 09:23:50.397,20250519,Kenya,INDIVIDUAL,9e3db396-4f31-4618-842e-7224ec0c13d1,NATIONAL_ID,Borrower
MFS00000224,t,2025-05-19 09:24:19.171,20250519,2025-05-19 09:24:19.171,20250519,Kenya,INDIVIDUAL,8571b9c3-9974-461e-883e-ec1df24106a8,NATIONAL_ID,Borrower
MFS00000225,t,2025-05-19 09:24:21.011,20250519,2025-05-19 09:24:21.011,20250519,Kenya,INDIVIDUAL,b9b61cc0-a621-4280-a468-c794904104c6,NATIONAL_ID,Borrower
MFS00000226,t,2025-05-19 09:30:49.045,20250519,2025-05-19 09:30:49.045,20250519,Kenya,INDIVIDUAL,6538c483-c4d8-4c12-832e-76c067a48225,NATIONAL_ID,Borrower
MFS00000227,t,2025-05-19 09:31:19.071,20250519,2025-05-19 09:31:19.071,20250519,Kenya,INDIVIDUAL,d4e08e04-6d2e-455a-a74c-e7887266f80c,NATIONAL_ID,Borrower
MFS00000228,t,2025-05-19 09:32:39.266,20250519,2025-05-19 09:32:39.266,20250519,Kenya,INDIVIDUAL,aef86277-a745-4c17-9b6b-d2cc015593ec,NATIONAL_ID,Borrower
MFS00000229,t,2025-05-19 09:33:19.041,20250519,2025-05-19 09:33:19.041,20250519,Kenya,INDIVIDUAL,ca288973-2688-4946-aef7-2c482234702d,NATIONAL_ID,Borrower
MFS00000230,t,2025-05-19 09:33:20.312,20250519,2025-05-19 09:33:20.312,20250519,Kenya,INDIVIDUAL,b028a8ba-3a02-4897-83bf-50610e8a74a2,NATIONAL_ID,Borrower
MFS00000231,t,2025-05-19 09:33:49.081,20250519,2025-05-19 09:33:49.081,20250519,Kenya,INDIVIDUAL,d33588b6-1a2d-4753-a59b-bc21086b4197,NATIONAL_ID,Borrower
MFS00000232,t,2025-05-19 09:34:19.047,20250519,2025-05-19 09:34:19.047,20250519,Kenya,INDIVIDUAL,d4011546-680c-4c3e-ada5-6060e4a79941,NATIONAL_ID,Borrower
MFS00000233,t,2025-05-19 09:35:49.041,20250519,2025-05-19 09:35:49.041,20250519,Kenya,INDIVIDUAL,68e92332-202b-422c-b796-4abc395af354,NATIONAL_ID,Borrower
MFS00000234,t,2025-05-19 09:36:19.096,20250519,2025-05-19 09:36:19.096,20250519,Kenya,INDIVIDUAL,54a0f7af-99b9-4faf-ab56-bc6baac9bd4b,NATIONAL_ID,Borrower
MFS00000235,t,2025-05-19 09:36:20.195,20250519,2025-05-19 09:36:20.195,20250519,Kenya,INDIVIDUAL,569d1404-dbdf-4831-9941-c139bd33f608,NATIONAL_ID,Borrower
MFS00000236,t,2025-05-19 09:38:19.102,20250519,2025-05-19 09:38:19.102,20250519,Kenya,INDIVIDUAL,41a9fcd6-171b-4c0d-aeca-4970dc579a8f,NATIONAL_ID,Borrower
MFS00000237,t,2025-05-19 09:39:49.053,20250519,2025-05-19 09:39:49.053,20250519,Kenya,INDIVIDUAL,3d31856c-3dd6-48bd-a951-87083e4be5c9,NATIONAL_ID,Borrower
MFS00000238,t,2025-05-19 09:47:49.078,20250519,2025-05-19 09:47:49.078,20250519,Kenya,INDIVIDUAL,1369103b-91a5-451b-bf92-83550e9a3e95,NATIONAL_ID,Borrower
MFS00000239,t,2025-05-19 09:54:49.066,20250519,2025-05-19 09:54:49.066,20250519,Kenya,INDIVIDUAL,b33e1ad8-641a-4cda-a873-7323f6e8c442,NATIONAL_ID,Borrower
MFS00000240,t,2025-05-19 09:55:19.254,20250519,2025-05-19 09:55:19.254,20250519,Kenya,individual,6846d673-1ddf-40a1-bdaf-757999c526ba,NATIONAL_ID,Borrower
MFS00000241,t,2025-05-19 09:55:20.503,20250519,2025-05-19 09:55:20.503,20250519,Kenya,INDIVIDUAL,c67528c0-553e-4f27-92ba-02759ca4f0ca,NATIONAL_ID,Borrower
MFS00000242,t,2025-05-19 09:58:19.052,20250519,2025-05-19 09:58:19.052,20250519,Kenya,INDIVIDUAL,0067a352-17fb-40e5-b668-f831693572ac,NATIONAL_ID,Borrower
MFS00000243,t,2025-05-19 09:58:49.048,20250519,2025-05-19 09:58:49.048,20250519,Kenya,INDIVIDUAL,32d03068-a8bc-446a-97ce-107ab798fe7f,NATIONAL_ID,Borrower
MFS00000244,t,2025-05-19 09:59:19.126,20250519,2025-05-19 09:59:19.126,20250519,Kenya,INDIVIDUAL,6188d864-a18e-496e-91a4-59f685a36d69,NATIONAL_ID,Borrower
MFS00000245,t,2025-05-19 09:59:20.236,20250519,2025-05-19 09:59:20.236,20250519,Kenya,INDIVIDUAL,131dae7f-b988-480c-ae78-927ee4eaaa45,NATIONAL_ID,Borrower
MFS00000246,t,2025-05-19 09:59:49.062,20250519,2025-05-19 09:59:49.062,20250519,Kenya,INDIVIDUAL,c49f9cf4-b50e-45d5-b117-e64c05c57d99,NATIONAL_ID,Borrower
MFS00000247,t,2025-05-19 09:59:50.465,20250519,2025-05-19 09:59:50.465,20250519,Kenya,INDIVIDUAL,f616c6c7-2e18-4897-b057-95bb8738eb86,NATIONAL_ID,Borrower
